ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,127,,,,
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,3511.8,,,,
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,3511.8,,,,
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Agriculture,1985,934.8,,Nonstandard economic activity: Including veterinary services,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Total,1985,4459.5,,,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Agriculture,1985,934.8,,Nonstandard economic activity: Including veterinary services,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Total,1985,4459.5,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Aggregate): Agriculture,1985,36.3,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Aggregate): Total,1985,221.8,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Broad sector): Agriculture,1985,36.3,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Broad sector): Total,1985,221.8,,,,Population coverage: Excluding armed forces and/or conscripts
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,169.8,,,,
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,2539.4,,,,
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,2539.4,,,,
Finland,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,280,,,,Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 74 years old
Finland,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,2466,,,,Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 74 years old
Finland,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,1985,280,,,,Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 74 years old
Finland,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,2466,,,,Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 74 years old
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1733.5,,,,
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,21297,,,,
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,21297,,,,
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1349.3,,,,
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,26167,,,,
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,26167,,,,
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1031.6,,,,
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,3577.8,,,,
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,3577.8,,,,
Hungary,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1089,,,,
Hungary,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Total,1985,5121,,,,
Hungary,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Agriculture,1985,1089,,,,
Hungary,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Total,1985,5121,,,,
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,174.8,,,,
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,1068.3,,,,
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,1068.3,,,,
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,2254.3,,,,
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,20559.9,,,,
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,20559.9,,,,
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,6.7,,,,
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,147.6,,,,
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,147.6,,,,
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,268.5,,,,
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,5123,,,,
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1985,5123,,,,
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1018.2,,,,Geographical coverage: Nonstandard geographical coverage | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Aggregate): Total,1985,4279.2,,,,Geographical coverage: Nonstandard geographical coverage | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Broad sector): Agriculture,1985,1018.2,,,,Geographical coverage: Nonstandard geographical coverage | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Broad sector): Total,1985,4279.2,,,,Geographical coverage: Nonstandard geographical coverage | Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Aggregate): Agriculture,1985,1949,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Aggregate): Total,1985,10641,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Broad sector): Agriculture,1985,1949,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Broad sector): Total,1985,10641,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1985,208,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1985,4299,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,1985,208,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
